,contentId,If you liked,Recommendation 1,Recommendation 2,Recommendation 3,Recommendation 4,Recommendation 5
374,-6727357771678896471,This Super Accurate Portrait Selection Tech Uses Neural Networks,"Deep Learning for Chatbots, Part 2 - Implementing a Retrieval-Based Model in Tensorflow",How Mark Zuckerberg Led Facebook's War to Crush Google Plus,Why Google App Engine rocks: A Google engineer's take,5 reasons your employees aren't sharing their knowledge,"How Google is Remaking Itself as a ""Machine Learning First"" Company - Backchannel"
375,430255078684584595,Google researchers teach AIs to see the important parts of images - and tell you about them,Why Netflix thinks its personalized recommendation engine is worth $1 billion per year,"DARPA Goes ""Meta"" with Machine Learning for Machine Learning",Making open source data more available,"Hello, TensorFlow!","Netflix says Geography, Age, and Gender are ""Garbage"" for Predicting Taste"
376,-6820241302436968068,Goodbye accountants! Startup builds AI to automate all your accounting,Bradesco e Visa anunciam pulseira que substitui cartão | EXAME.com,Banking Needs a Customer Experience Wake-Up Call,"Elopar lança o ""Digio"", cartão para brigar com Nubank",Mobile banking conquista o coração dos brasileiros,Starbucks tem mais dinheiro do cliente em cartões do que bancos
377,2625883933130361261,Making open source data more available,The AI business landscape,The barbell effect of machine learning.,"Hello, TensorFlow!",Google researchers teach AIs to see the important parts of images - and tell you about them,"DARPA Goes ""Meta"" with Machine Learning for Machine Learning"
378,3205047378909988692,Java vs .NET vs Python vs Ruby vs Node.JS: Who Reigns the Job Market? | Takipi Blog,Notes on Reactive Programming Part I: The Reactive Landscape,The Netflix Tech Blog: Netflix Billing Migration to AWS,Building Flipkart Lite: A Progressive Web App,The Netflix Tech Blog: Engineering Trade-Offs and The Netflix API Re-Architecture,"Enterprises fighting back, Spring Boot is the best, and other SpringOne Platform takeaways"
379,-742603651309629354,JetBrains DataGrip: Your Swiss Army Knife for Databases and SQL,Gartner Reprint,Top Asset Tracking Software: The 52 Best Tools and Software Solutions to Track Your Company's Vital Physical Assets,Gartner Reprint,Smart Contact Lens-Eyeglass Combo Could Monitors Diabetes and Delivers Drugs,Shopping em BH terá fazenda urbana de 2.700 m²
380,6620060201676471218,Creating Compound Views on Android,"Fresco, sim! - Android Dev BR",StrictMode for Runtime Analysis on Android - Google Developers,"Create Intelligent, Context-Aware Apps with the Google Awareness APIs | Android Developers Blog",Resenha - A Chegada,gotwarlost/istanbul
381,2495913984359439198,Android Mobile Vision restores operation and adds Text API | Android Developers Blog,StrictMode for Runtime Analysis on Android - Google Developers,"Fresco, sim! - Android Dev BR",Firebase Test Lab for Android,"Create Intelligent, Context-Aware Apps with the Google Awareness APIs | Android Developers Blog",The Importance of Code Reviews
382,-6592496241044177853,"Create Intelligent, Context-Aware Apps with the Google Awareness APIs | Android Developers Blog",StrictMode for Runtime Analysis on Android - Google Developers,"Fresco, sim! - Android Dev BR",Creating Compound Views on Android,Android Mobile Vision restores operation and adds Text API | Android Developers Blog,The Importance of Code Reviews
383,-3864069617285644895,How to finish 3D printed PLA objects,Peças Translúcidas,Samsung lança dispositivo para deixar carro conectado a partir de chip 4G - Link - Estadão,Internet of Things Drives Outcome-Based Business Models,NodeMCU (ESP8266) o módulo que desbanca o Arduino e facilitará a Internet das Coisas...,"Google anuncia Android Things, plataforma para a Internet das Coisas | Google Discovery"
384,-3662111110237135231,"Deep Learning for Chatbots, Part 2 - Implementing a Retrieval-Based Model in Tensorflow",This Super Accurate Portrait Selection Tech Uses Neural Networks,Wide & Deep Learning: Better Together with TensorFlow,5 reasons your employees aren't sharing their knowledge,"How Google is Remaking Itself as a ""Machine Learning First"" Company - Backchannel",Why Deep Learning Is Suddenly Changing Your Life
385,-969155230116728853,Learn Hiragana: The Ultimate Guide,Como são escrita as risadas em japonês? - Suki Desu,Modelando APIs REST com Swagger,Xamarin for Everyone,The Ultimate Solution to Versioning REST APIs: Content Negotiation,"GitLab launches Issue Boards, an open-source task management tool that resembles Trello"
386,-133139342397538859,"Novo workaholic trabalha, pratica esportes e tem tempo para a família. Conheça",Java Garbage Collection Essencial,Mastering Bash and Terminal,Aposta na inovação,As expectativas das mulheres da Geração Y são muitas,Robô acha de almoço de 12 kg a cervejas pagas pelo cidadão
387,5338677278233757627,How to Get a Job at Google,Ray Kurzweil: The world isn't getting worse - our information is getting better,The Difference Between Sympathy And Empathy - Expanded Consciousness,"Coca-Cola é 1ª da lista ""Fortune"" a repor toda a água usada | EXAME.com",Who sponsors Drupal development? | Dries Buytaert,Staying one step ahead at Pixar: An interview with Ed Catmull
388,3180828616327439381,Governo define cronograma para plano nacional de Internet das Coisas,Bradesco e Visa anunciam pulseira que substitui cartão | EXAME.com,Mobile banking conquista o coração dos brasileiros,Governo abre consulta pública para Plano Nacional de IoT | NOTÍCIAS - Brasscom,Itaú é pioneiro do blockchain,Goodbye accountants! Startup builds AI to automate all your accounting
389,-8187220755213888616,Organizing for digital acceleration: Making a two-speed IT operating model work,Why Deep Learning Is Suddenly Changing Your Life,big data = real time,Qual é a real diferença entre Data Storytelling e análise de dados? - CIO,Accenture amplia atuação no Brasil,Especial: O papel dos grandes provedores de TI na Rio 2016
390,-5912792039759735631,Five questions boards should ask about IT in a digital world,Latin America's chronic inefficiency could drive more O2O commerce growth,Novas frentes de trabalho da Alelo vão de ações de fidelidade a novos meios de pagamento,Liberty vai adotar telemetria e baratear seguro para bons motoristas,PwC faz virada digital e já fatura US$ 1 bilhão no mundo,Mobile Time
391,2822049545552366036,2 terrific #MarTech talks on the rise of AI in marketing - Chief Marketing Technologist,The return of the machinery question,Two Different Sales Motions . . . .,The AI business landscape,"Salesforce buys Demandware for $2.8B, taking a big step into e-commerce",An operating model for company-wide agile development
392,-5879360586463363298,Introducing LambCI - a serverless build system,On DRY and the cost of wrongful abstractions,Monitoramento em tempo real com Elasticsearch e Kibana,10 Modern Software Over-Engineering Mistakes,Decentralizing IoT networks through blockchain,The Continuous Delivery Maturity Model
393,3301147467076954944,The Developer's Midlife Crisis: What's Next?,It's The Future,Aplicativos do Android agora podem reagir com o ambiente | Google Discovery,The Importance of Code Reviews,How to Design a Walkthrough That Users Will Read,The Netflix Tech Blog: Netflix Billing Migration to AWS
394,-1297580205670251233,A minha viagem à Maternidade #tetodomundo,Glamour Exclusive: President Obama On Feminism and The World He Wants to Leave His Daughters,9 Non-Threatening Leadership Strategies for Women,Jury finds Google's implementation of Java in Android was fair use,O dia em que tive mais medo de estar errada.,Google's cloud platform is now a force to be reckoned with
395,8828175072897143018,"The code that took America to the moon was just published to GitHub, and it's like a 1960s time capsule","Meet Bozoma Saint John, the Apple executive who stole the show at WWDC",Netflix emociona com vídeo destacando personagens LGBT,Google employees are adding 'Lady' to their job titles to fight sexism,Alecrim/AlecrimCoreData,Staying one step ahead at Pixar: An interview with Ed Catmull
396,-3102446808559723934,Visa e Swatch lançam relógio para pagamentos contactless no Brasil - Startupi,The future of the shopping mall,MOBILE TIME - Shoppings do Rio testarão solução de marketing com beacons,6 exemplos de como usar computação cognitiva | EXAME.com,Quando usar paginação e quando usar scroll infinito?,"Forget The Internet Of Things, There Is A Digital Revolution Taking Place In Our Shopping Malls"
397,5227822864949117283,The Difference Between Sympathy And Empathy - Expanded Consciousness,Scrum Community - Scrum Alliance,7 Questions to Ask Before Your Next Digital Transformation,"Coca-Cola é 1ª da lista ""Fortune"" a repor toda a água usada | EXAME.com",Blaise Agüera y Arcas: How computers are learning to be creative,The return of the machinery question
398,5045927063019110283,Amazon causa polêmica com serviço que faz entregas em 1 hora em Paris,"TRF mantém resolução que proíbe ""cura gay"" - Jornal Opção",What Apple's differential privacy means for your data and the future of machine learning,Não existe frete grátis!,From E-Commerce to Web 3.0: Let the Bots Do the Shopping,Infográfico: Algoritmos para Aprendizado de Máquina
399,-8854146354650101086,"Within a Decade, Retail Banks will be Dead",Here's proof that Google is getting serious about battling Facebook in a key area,Banking Needs a Customer Experience Wake-Up Call,The AI business landscape,"No, Apple isn't the next BlackBerry - it's the next Microsoft",Touch (TV Series 2012-2013)
400,-170687954910264210,As compras e os hábitos dos brasileiros no shopping | EXAME.com,From E-Commerce to Web 3.0: Let the Bots Do the Shopping,"Forget The Internet Of Things, There Is A Digital Revolution Taking Place In Our Shopping Malls","Como o e-commerce brasileiro pode, enfim, começar a lucrar",Não existe frete grátis!,Quando usar paginação e quando usar scroll infinito?
401,4184543400419595673,Este site quer conectar profissionais trans e travestis a empresas que não têm preconceito,Conheça 20 atletas LGBT que vão competir nas Olimpíadas do Rio,Para entender o Dia Internacional contra a Homofobia,Introducing Ask a Female Engineer,The Genderbread Person v3 | It's Pronounced Metrosexual,Não ao preconceito! ONU celebra Dia da Visibilidade de Mulheres Lésbicas e Bissexuais
402,9079880752026843473,Design Better Forms - uxdesign.cc - User Experience Design,Front in BH 2016,Designer Creates 13 Perfect Circles to Draw Almost Any Animal,Spotify UI built with HTML / CSS - Freebiesbug,71 erros de português que precisam sumir dos seus e-mails,The Best Linux Distros of 2016
403,358192030955601318,A nova sede da LEGO na Dinamarca é toda sobre colaboração,Client-side ranking to more efficiently show people stories in feed,A identidade visual de Budapeste para as Olimpíadas de 2024,"Little girls doubt that women can be brilliant, study shows",De piada sobre TPM a servir cafezinho: como lidar com machismo no trabalho?,O que é liderança? Liderança é fazer a diversidade funcionar.
404,1356221992133852808,The brilliant mechanics of Pokémon Go,The Physical Web,Mobile marketing statistics 2016,Can Accenture Take Over Advertising?,"No, Apple isn't the next BlackBerry - it's the next Microsoft",Chat Smarter with Allo
405,-4216050818952952471,Google acquires deep search engine Kifi to enhance its Spaces group chat app,"How to forecast demand with Google BigQuery, public datasets and TensorFlow | Google Cloud Big Data and Machine Learning Blog",The economic essentials of digital strategy,Algorithms and architecture for job recommendations,This startup uses machine learning and satellite imagery to predict crop yields,The AI business landscape
406,882422233694040097,Infográfico: Algoritmos para Aprendizado de Máquina,"Hello, TensorFlow!",Why Google App Engine rocks: A Google engineer's take,"No, Apple isn't the next BlackBerry - it's the next Microsoft",The AI business landscape,"DARPA Goes ""Meta"" with Machine Learning for Machine Learning"
407,4375556914674736641,Código Google: Introdução da próxima geração do Google Tag Manager e do Tag Manager 360 para Mobile Apps,VMware Cloud™ on AWS - A Closer Look - frankdenneman.nl,Firebase and Google Cloud: better together,Par de alianças impede que seu parceiro assista Netflix sem você,My favorite people and resources to learn Android programming from,"Incrível, Skype se lembrou que o Linux existe!"
408,5940374562401786524,Visual Thinking and Learning 3.0 working together at Walmart.com | Happy Melly,Google's Cloud Dataflow stomps on Apache Spark in new benchmark tests,Aplicações da Inteligência artificial | Endeavor Brasil,Microservices - When to React Vs. Orchestrate - Capital One DevExchange,Sobre o Hipsters Ponto Tech,Machine Learning and the VP Debate
409,2262656830196923781,"Tabs vs Spaces: How They Write Java at Google, Twitter, Mozilla and Pied Piper | Takipi Blog",Building Spring Cloud Microservices That Strangle Legacy Systems,"Incrível, Skype se lembrou que o Linux existe!",Combining Spring Boot and JDBI,VMware Cloud™ on AWS - A Closer Look - frankdenneman.nl,Firebase and Google Cloud: better together
410,4061646345741687197,O homofóbico dentro de cada um,"Mesmo sem apoio, Parada LGBT de Campinas arrasta multidão pelas ruas",12 JavaScript Hacks,Criadas para casar,"TRF mantém resolução que proíbe ""cura gay"" - Jornal Opção",Não ao preconceito! ONU celebra Dia da Visibilidade de Mulheres Lésbicas e Bissexuais
411,-8043889175123948305,Dicas avançadas de ruby (capybara/cucumber),Top 5 Android Testing Frameworks with Examples,"Espresso Intents: não é magia, é tecnologia! - Android Dev BR",Promoting gender equality through emoji �� ��,Como o layout de aplicativos influencia o usuário e por que você deveria testá-lo - One Day Testing Blog,"Agile is Dead, Long Live Continuous Delivery - Gradle"
412,5092635400707338872,Power to the People: How One Unknown Group of Researchers Holds the Key to Using AI to Solve Real...,The Internet of Things is looking for its VisiCalc,Machine Learning Is Redefining The Enterprise In 2016,The barbell effect of machine learning.,"The ""Joel Test"" for Data Science",Nintendo has doubled in value since Pokémon Go's release
413,-5039153034159656707,Mercado de Cosméticos no Brasil - Setor que não conhece crise!,Não existe frete grátis!,Four Node.js Gotchas that Operations Teams Should Know about - The New Stack,"Why Performance Matters, Part 1: The Perception Of Time - Smashing Magazine","Forget The Internet Of Things, There Is A Digital Revolution Taking Place In Our Shopping Malls",Mobify report reveals impact of mobile website speed
414,8559816910657872807,Google cloud boss Diane Greene: We're winning against AWS and Microsoft,Google's Cloud Machine Learning service is now in public beta,Spark comparison: AWS vs. GCP,Google lags behind Amazon and Microsoft's cloud in one important area,"The ""Joel Test"" for Data Science",Scala is the new golden child
415,4313871021753084020,Startups matam. E suas vítimas são as empresas que ainda não entendem o que é a Economia do Acesso,From E-Commerce to Web 3.0: Let the Bots Do the Shopping,Amazon causa polêmica com serviço que faz entregas em 1 hora em Paris,Building Flipkart Lite: A Progressive Web App,"Netflix OSS, Spring Cloud, or Kubernetes? How About All of Them!",The Netflix Tech Blog: Engineering Trade-Offs and The Netflix API Re-Architecture
416,-7553931975579248065,Comercial japonês cria cidade de papel com caneta que conduz eletricidade,One Dollar Board: Um projeto brasileiro para revolucionar a educação,big data = real time,"HoloLens, da Microsoft, engana o usuário para consertar conexões falhas do cérebro",Top Programming Languages Trends: The Rise of Big Data,Smart Contact Lens-Eyeglass Combo Could Monitors Diabetes and Delivers Drugs
417,-9176143510534135851,Livraria dá adeus a estoque e imprime livros na hora,Top 10 Insurtech Trends for 2017 - Insurance Thought Leadership,Governo brasileiro cria manual para contratação de cloud,The barbell effect of machine learning.,"No, Apple isn't the next BlackBerry - it's the next Microsoft","Facebook Workplace officially launches on the web and iOS, set to compete head-on with Slack"
418,2727743992157210358,The Future of Digital Banking is Now,Ordering coffee in Italy: the 10 commandments,"AWS vs Packet.net Why we left AWS Benchmarking AWS's Network, Disk, and CPU Performance - Tiingo Thoughts",Joel on Software,WWDC 2016 preview: How to watch &amp; what to expect at Apple's event on Monday,What to Expect at WWDC 2016
419,-6643406494673362190,Vendas da Netshoes crescem 267% em dispositivos móveis no 1º semestre - 24Brasil,Não existe frete grátis!,Mercado de Cosméticos no Brasil - Setor que não conhece crise!,"Building A Modern, Scalable Backend: Modernizing Monolithic Applications",Amazon causa polêmica com serviço que faz entregas em 1 hora em Paris,Four Node.js Gotchas that Operations Teams Should Know about - The New Stack
420,-6783772548752091658,Livro: Retrospectivas Divertidas,Cinco competências comportamentais para você ser um bom líder,Amazon causa polêmica com serviço que faz entregas em 1 hora em Paris,[Tools] A Tool for tracking Kanban projects (that you can cut out and keep) - Emily Webber,So you want to sell to banks?,How One Jira Ticket Made My Employer $1MM/Month: 7 Metrics that Actually Matter - JavaScript Scene
421,-548976469460064550,Using Honcho to Create a Multi-Process Docker Container,DevOps requer profundas mudanças operacionais que o CIO precisa promover - CIO,"Docker - Build, Ship, and Run Any App, Anywhere",Introduction to release engineering,The Continuous Delivery Maturity Model,"DevOps security requires new mindset and tools for visibility, automation"
422,-1596335233529956315,Why Kubernetes may be a bigger threat to Amazon than Google's cloud - TechRepublic,VMware Cloud™ on AWS - A Closer Look - frankdenneman.nl,"contentId
8962537427807366481    Why It's Time to Take Google's PC Operating Sy...
8962537427807366481    Why It's Time to Take Google's PC Operating Sy...
Name: title, dtype: object",Firebase and Google Cloud: better together,Eclipse Foundation Releases Neon,Microservices Architecture on Google App Engine
423,-5848755753905481990,"Incrível, Skype se lembrou que o Linux existe!","Tabs vs Spaces: How They Write Java at Google, Twitter, Mozilla and Pied Piper | Takipi Blog",Firebase and Google Cloud: better together,VMware Cloud™ on AWS - A Closer Look - frankdenneman.nl,Google Cloud Platform's preemptible VMs are now up to 33% cheaper,Programação Reativa Funcional com RxJava
424,2362495898257544462,How Do Top Android Developers QA Test Their Apps?,Visa inaugura Co-Creation Center em São Paulo,VMware Cloud™ on AWS - A Closer Look - frankdenneman.nl,Firebase and Google Cloud: better together,Python Is Not Java (dirtSimple.org),Creating Compound Views on Android
425,1768976290984301641,Top 5 Android Testing Frameworks with Examples,"Espresso Intents: não é magia, é tecnologia! - Android Dev BR",Como o layout de aplicativos influencia o usuário e por que você deveria testá-lo - One Day Testing Blog,Dicas avançadas de ruby (capybara/cucumber),Microservices testing,The Broken Window Theory
426,667643281369196267,Java Tools and Technologies Landscape Report 2016 | zeroturnaround.com,"Tabs vs Spaces: How They Write Java at Google, Twitter, Mozilla and Pied Piper | Takipi Blog",How it feels to learn Javascript in 2016,Node.js Best Practices - How to Become a Better Developer in 2017 | @RisingStack,Google Cloud Platform's preemptible VMs are now up to 33% cheaper,Elastic Stack 5.0.0 Released
427,3881851296308711302,Developing Android unit and instrumentation tests - Tutorial,Testes unitários vs aceitação - Android Dev BR,"Fresco, sim! - Android Dev BR",Using DiffUtil in Android RecyclerView,Como Usar o Git e o GitHub,Top 5 Android Testing Frameworks with Examples
428,464601875539492971,Apenas US$ 59: Nintendo anuncia o relançamento do Nintendinho com 30 jogos na memória,Resenha - A Chegada,gotwarlost/istanbul,Como o layout de aplicativos influencia o usuário e por que você deveria testá-lo - One Day Testing Blog,"No Brasil, '25% dos celulares ainda são 'Burrofones'",Creating Compound Views on Android
429,-7570652411388243006,The compelling case to replace a 40-year old core system - Chris Skinner's blog,The Drive to Bank on Digital,Bradesco lança serviço inédito para estimular o hábito de poupar,A identidade visual de Budapeste para as Olimpíadas de 2024,Bradesco e Visa anunciam pulseira que substitui cartão | EXAME.com,How This Former Google Engineer Is Bringing Blockchain to Banks
430,607684800821303652,How This Former Google Engineer Is Bringing Blockchain to Banks,"Elopar lança o ""Digio"", cartão para brigar com Nubank",Bradesco vai lançar novo banco digital: o Next.,Itaú é pioneiro do blockchain,The Drive to Bank on Digital,Nubank pode fechar as portas se BC confirmar mudança amanhã
431,1283472251609674486,Conheça 20 atletas LGBT que vão competir nas Olimpíadas do Rio,Este site quer conectar profissionais trans e travestis a empresas que não têm preconceito,Para entender o Dia Internacional contra a Homofobia,Glamour Exclusive: President Obama On Feminism and The World He Wants to Leave His Daughters,The Genderbread Person v3 | It's Pronounced Metrosexual,Não ao preconceito! ONU celebra Dia da Visibilidade de Mulheres Lésbicas e Bissexuais
432,3779434447835779494,"Hello, a nova rede social do Orkut, está liberada no Brasil","Google launches Springboard, an AI-powered assistant for its enterprise customers",Touch (TV Series 2012-2013),"Google acquires Synergyse, an interactive training service for Google Apps",The AI business landscape,Here's proof that Google is getting serious about battling Facebook in a key area
433,5533752987392101383,7 Questions to Ask Before Your Next Digital Transformation,The return of the machinery question,Two Different Sales Motions . . . .,An operating model for company-wide agile development,"Deep-learning algorithm predicts photos' memorability at ""near-human"" levels",2 terrific #MarTech talks on the rise of AI in marketing - Chief Marketing Technologist
434,7459643459148487877,Grupo de bancos adere à tecnologia do bitcoin em transações,"Em 2017 será possível ignorar totalmente o cartão físico, garante Itaú",Benchmarks for the Top Server-Side Swift Frameworks vs. Node.js,Microsoft's Open Source Love Affair Reaches New Heights,Kotlin no Backend (Parte 2) :: Concrete Solutions,"Agile is Dead, Long Live Continuous Delivery - Gradle"
435,-8369610219380465981,Nintendo has doubled in value since Pokémon Go's release,The Internet of Things is looking for its VisiCalc,How enterprise architects can help ensure success with digital transformations,Power to the People: How One Unknown Group of Researchers Holds the Key to Using AI to Solve Real...,Piloto de caça criado por inteligência artificial vence humano em combate simulado,Machine Learning Is Redefining The Enterprise In 2016
436,-6076367233589223323,Android Developers Summer Reading List,Why Silicon Valley is all wrong about Apple's AirPods - Chris Messina,Visa inaugura centro para inovação em pagamento digital | EXAME.com,Programação Reativa Funcional com RxJava,Using DiffUtil in Android RecyclerView,"Fresco, sim! - Android Dev BR"
437,4259370161044254504,"How I built an app with 500,000 users in 5 days on a $100 server",WeChat's competitor to Slack has arrived,WeChat's world,"Amazon still crushing cloud competition, says Gartner Magic Quadrant for IaaS - TechRepublic","Adobe, Acquia, Episerver Lead New Forrester WCM Wave",Cross-channel user experiences with Drupal
438,-7891293130731329672,Sobre o Hipsters Ponto Tech,Visual Thinking and Learning 3.0 working together at Walmart.com | Happy Melly,Usando o git add interativo,Microservices - When to React Vs. Orchestrate - Capital One DevExchange,Aplicações da Inteligência artificial | Endeavor Brasil,On DRY and the cost of wrongful abstractions
439,2633209697262372913,"Why Performance Matters, Part 1: The Perception Of Time - Smashing Magazine",Four Node.js Gotchas that Operations Teams Should Know about - The New Stack,Mercado de Cosméticos no Brasil - Setor que não conhece crise!,Mobify report reveals impact of mobile website speed,Não existe frete grátis!,"Don't Start Big, Start a Little Snowball"
440,7734121175534200554,"""Consultorias promovem a desvalorização do nosso negócio"" - Meio & Mensagem",MOBILE TIME - FlyHelo: app permite compartilhamento de jatos e helicópteros em São Paulo,"Say goodbye to traditional customer segmentation "" Banking Technology",Mobile banking conquista o coração dos brasileiros,Governo define cronograma para plano nacional de Internet das Coisas,"No Brasil, '25% dos celulares ainda são 'Burrofones'"
441,-3700095596785790870,How to Design a Walkthrough That Users Will Read,"Facebook Workplace officially launches on the web and iOS, set to compete head-on with Slack",Why porting an iOS design to Android will not work,Up your app's sharing game with DirectShare - Google Developers,Designing smart notifications,The Importance of Code Reviews
442,8974280745225397183,Prisma for Android is now live for all in the Google Play Store,The barbell effect of machine learning.,Artificial intelligence produces realistic sounds that fool humans,Power to the People: How One Unknown Group of Researchers Holds the Key to Using AI to Solve Real...,The moment when you realize every server in the world is vulnerable - Free Code Camp,The Internet of Things is looking for its VisiCalc
443,-860751600992244121,Pega até em marte! TP-Link lança extensor de WiFi que tem alcance de 3 km²!,Touch (TV Series 2012-2013),"Hello, a nova rede social do Orkut, está liberada no Brasil",The AI business landscape,Como a Microsoft está trabalhando com o conceito de IoT - Startupi,"Google launches Springboard, an AI-powered assistant for its enterprise customers"
444,1567984561327445971,Testes unitários vs aceitação - Android Dev BR,Using DiffUtil in Android RecyclerView,Evernote anuncia integração com Google Drive | Google Discovery,Developing Android unit and instrumentation tests - Tutorial,"Fresco, sim! - Android Dev BR",The technology behind preview photos
445,623421554979899217,Git Large File Storage (Git LFS) now in Bitbucket Cloud - Bitbucket,AEM 6.1 Package Manager Metadata Files,Announcing .NET Core 1.0,Client-side ranking to more efficiently show people stories in feed,Test and deploy to Google App Engine with the new Maven and Gradle plugins,Torus
446,-2447632164766022033,O que o GitHub tem a nos dizer sobre os estereótipos entre programadores | Tecnoblog,Migrating from Parse to Bluemix,Introducing New Relic Infrastructure,"What's new in Android: the N-Release, Virtual Reality, Android Studio 2.2 and more | Android Developers Blog",The moment when you realize every server in the world is vulnerable - Free Code Camp,Decentralizing IoT networks through blockchain
447,8224860111193157980,Psicóloga de Harvard diz que as pessoas julgam você em segundos por esses critérios | Jornal do Empreendedor,Investimentos em coaching e mentoring aumentam nas empresas,Como resolver conflitos no ambiente corporativo us,O valor de seu trabalho de coaching vai depender de suas habilidades de acompanhamento - Harvard Business Review Brasil,Cinco competências comportamentais para você ser um bom líder,How to augment your career with leadership coaching
448,-5848514031542611523,Promoting gender equality through emoji �� ��,"O meme 'Luiza, você está atenta?' explicou da melhor forma o machismo na área da tecnologia",#iLookLikeAnEngineer: One Year Later,A importância dos filmes de mulherzinha - Capitolina,Criadas para casar,Empresa britânica adota licença remunerada no período menstrual
449,4105873627900556540,Sua comunidade de Teste.,ITA está oferecendo 10 cursos gratuitos a distância - Engenharia é:,Como o layout de aplicativos influencia o usuário e por que você deveria testá-lo - One Day Testing Blog,"Espresso Intents: não é magia, é tecnologia! - Android Dev BR",BDD Best Practices and Guidelines - Testing Excellence,Top 5 Android Testing Frameworks with Examples
450,-986027724303592548,Neural networks are inadvertently learning our language's hidden gender biases,Workplace diversity in Brazil: there's still a long way to go,"Para rebater Estatuto da Família, campanha muda significado de 'família' no Dicionário Houaiss",Glamour Exclusive: President Obama On Feminism and The World He Wants to Leave His Daughters,The Genderbread Person v3 | It's Pronounced Metrosexual,YouTube chama seus criadores de conteúdo para a campanha mundial #OrgulhoDeSer
451,-3780822597455574960,Top Programming Languages Trends: The Rise of Big Data,Gartner Reprint,Test and deploy to Google App Engine with the new Maven and Gradle plugins,Supercharge Java Auth with JSON Web Tokens (JWTs) | Baeldung,Prisma for Android is now live for all in the Google Play Store,Assessing Salesforce's platform and ecosystem | ZDNet
452,-8208801367848627943,Ray Kurzweil: The world isn't getting worse - our information is getting better,So you want to sell to banks?,Time to Re-Think Design Thinking,How to Get a Job at Google,Introducing New Relic Infrastructure,Jeff Seguros: SEGUROS E GAMES
453,-360529647164834348,Código Limpo - Está na hora de deixar o GDD (Gambiarra Driven Development) para trás!,Itaú segue tendência das fintechs e se torna primeiro banco tradicional a permitir abertura de contas por app - Startupi,The End Of Apple Man,Firebase Test Lab for Android,How to Design a Walkthrough That Users Will Read,Creating Your Code Review Checklist - DaedTech
454,8749720044741011597,Como Usar o Git e o GitHub,BDD Best Practices and Guidelines - Testing Excellence,Agile: Falta competência nos testes,Sua comunidade de Teste.,ITA está oferecendo 10 cursos gratuitos a distância - Engenharia é:,Testes unitários vs aceitação - Android Dev BR
455,1005751836898964351,Seria Stranger Things uma obra de arte do algoritmo da Netflix?,The AI business landscape,How Mark Zuckerberg Led Facebook's War to Crush Google Plus,Why Google App Engine rocks: A Google engineer's take,"Amazon open-sources its own deep learning software, DSSTNE",What the Google I/O schedule tells us about the future of Android
456,-559964548932224920,Jeff Seguros: SEGUROS E GAMES,Porto Seguro compra carteira de seguros Auto da Chubb,Transforming life insurance with design thinking,The Biggest Crowdfunding Project Ever Was Supposed to Create Manager-free Companies. But It's a Mess,Mobile marketing statistics 2016,An operating model for company-wide agile development
457,-8018192200278263695,Pão de Açúcar tem rombo de R$ 512 milhões com fraude em e-commerce,Startups matam. E suas vítimas são as empresas que ainda não entendem o que é a Economia do Acesso,Visual Thinking and Learning 3.0 working together at Walmart.com | Happy Melly,"Como o e-commerce brasileiro pode, enfim, começar a lucrar",Não existe frete grátis!,Microservices testing
458,1881534532776527237,9 Non-Threatening Leadership Strategies for Women,Google employees are adding 'Lady' to their job titles to fight sexism,"An independent organization just ranked Google as the best cloud, beating Amazon",A minha viagem à Maternidade #tetodomundo,Glamour Exclusive: President Obama On Feminism and The World He Wants to Leave His Daughters,Jury finds Google's implementation of Java in Android was fair use
459,2156244701966673186,"TRF mantém resolução que proíbe ""cura gay"" - Jornal Opção",YouTube chama seus criadores de conteúdo para a campanha mundial #OrgulhoDeSer,"Para rebater Estatuto da Família, campanha muda significado de 'família' no Dicionário Houaiss",The Genderbread Person v3 | It's Pronounced Metrosexual,Netflix emociona com vídeo destacando personagens LGBT,Workplace diversity in Brazil: there's still a long way to go
460,6519443272707698315,Two Different Sales Motions . . . .,Diane Greene wants to put the enterprise front and center of Google Cloud strategy,7 Questions to Ask Before Your Next Digital Transformation,2 terrific #MarTech talks on the rise of AI in marketing - Chief Marketing Technologist,The return of the machinery question,An operating model for company-wide agile development
461,980458131533897249,Elasticsearch: CSV exporter for Kibana Discover,Globo G1 lança Bot para o Telegram que te ajuda a estudar para o Enem,"Vale reverte prejuízo e tem lucro de R$ 1,8 bilhão no 3º trimestre",Cordova iOS Performance Improvements: Drop-in Speed with WKWebView,Usando o git add interativo,Apenas US$ 59: Nintendo anuncia o relançamento do Nintendinho com 30 jogos na memória
462,-1111518890369033396,The Business Case for Progressive Web Apps,Effective learning through code workshops | Box Blog,You don't talk about refactoring club,19 Tips For Everyday Git Use,"HoloLens, da Microsoft, engana o usuário para consertar conexões falhas do cérebro",Promises | Web Fundamentals - Google Developers
463,1436883058900979473,The future of the shopping mall,Visa e Swatch lançam relógio para pagamentos contactless no Brasil - Startupi,MOBILE TIME - Shoppings do Rio testarão solução de marketing com beacons,6 exemplos de como usar computação cognitiva | EXAME.com,Quando usar paginação e quando usar scroll infinito?,Shopping app Spring's redesign could be a game-changer
